departamento,provincia,distrito,2015,2016,2017,2018,2019,2020,2021,2022,total
HUANCAVELICA,CASTROVIRREYNA,ARMA,NA,NA,NA,NA,1,NA,NA,NA,1
HUANCAVELICA,HUAYTARA,PILPICHACA,NA,NA,NA,NA,NA,NA,1,NA,1
HUANUCO,HUAMALIES,ARANCAY,NA,1,NA,1,2,NA,NA,NA,4
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,NA,NA,NA,1,NA,1,NA,NA,2
HUANUCO,HUAMALIES,JACAS GRANDE,NA,1,NA,NA,NA,NA,NA,NA,1
HUANUCO,HUAMALIES,LLATA,NA,2,NA,NA,NA,NA,NA,1,3
HUANUCO,HUAMALIES,MONZON,NA,1,2,1,1,NA,NA,NA,5
HUANUCO,HUAMALIES,PUÑOS,NA,NA,NA,NA,1,NA,NA,NA,1
HUANUCO,HUAMALIES,PUNCHAO,NA,NA,NA,1,1,NA,NA,NA,2
HUANUCO,HUAMALIES,SINGA,NA,NA,1,1,NA,1,NA,NA,3
HUANUCO,HUAMALIES,TANTAMAYO,NA,NA,NA,NA,NA,NA,1,NA,1
HUANUCO,HUANUCO,AMARILIS,2,9,2,5,13,5,8,9,53
HUANUCO,HUANUCO,CHINCHAO,NA,3,4,1,NA,1,NA,1,10
HUANUCO,HUANUCO,CHURUBAMBA,NA,NA,3,NA,1,4,NA,2,10
HUANUCO,HUANUCO,HUANUCO,1,NA,5,10,11,5,6,8,46
HUANUCO,HUANUCO,MARGOS,1,1,NA,NA,NA,NA,NA,NA,2
HUANUCO,HUANUCO,PILLCO MARCA,1,1,3,4,5,4,3,1,22
HUANUCO,HUANUCO,QUISQUI,NA,1,NA,NA,NA,NA,NA,NA,1
HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,NA,NA,NA,1,NA,NA,1,NA,2
HUANUCO,HUANUCO,SAN PABLO DE PILLAO,NA,NA,NA,NA,1,3,NA,1,5
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,NA,3,2,3,2,1,2,NA,13
HUANUCO,HUANUCO,YACUS,NA,NA,NA,NA,NA,NA,NA,1,1
HUANUCO,PACHITEA,CHAGLLA,2,9,3,5,2,NA,6,2,29
HUANUCO,PACHITEA,MOLINO,NA,9,3,4,4,4,5,4,33
HUANUCO,PACHITEA,PANAO,NA,9,10,12,9,14,9,15,78
HUANUCO,PACHITEA,UMARI,NA,3,5,4,3,4,3,3,25
HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,NA,NA,NA,1,4,1,1,3,10
HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,NA,NA,NA,NA,NA,NA,6,NA,6
HUANUCO,LEONCIO PRADO,DANIEL ALOMIAS ROBLES,NA,1,2,NA,NA,NA,NA,NA,3
HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,NA,1,NA,NA,NA,NA,1,1,3
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,NA,4,7,1,3,3,5,3,26
HUANUCO,LEONCIO PRADO,LUYANDO,NA,5,3,2,1,NA,3,2,16
HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,NA,1,1,2,2,1,2,2,11
HUANUCO,LEONCIO PRADO,RUPA-RUPA,NA,11,11,3,7,6,5,10,53
HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,NA,NA,NA,NA,NA,NA,1,NA,1
HUANUCO,MARAÑON,CHOLON,NA,NA,2,1,NA,NA,NA,1,4
HUANUCO,MARAÑON,HUACRACHUCO,NA,1,NA,NA,NA,NA,NA,1,2
HUANUCO,MARAÑON,LA MORADA,NA,NA,NA,NA,NA,NA,NA,1,1
HUANUCO,LAURICOCHA,JESUS,NA,1,NA,1,NA,NA,NA,1,3
HUANUCO,LAURICOCHA,RONDOS,NA,NA,1,1,1,NA,NA,NA,3
HUANUCO,HUACAYBAMBA,HUACAYBAMBA,NA,NA,1,NA,NA,NA,NA,NA,1
HUANUCO,HUACAYBAMBA,PINRA,NA,NA,NA,NA,NA,NA,NA,1,1
HUANUCO,DOS DE MAYO,CHUQUIS,NA,NA,NA,NA,1,NA,NA,NA,1
HUANUCO,DOS DE MAYO,LA UNION,NA,1,NA,3,1,NA,NA,NA,5
HUANUCO,DOS DE MAYO,MARIAS,NA,NA,NA,NA,NA,1,NA,NA,1
HUANUCO,DOS DE MAYO,QUIVILLA,NA,NA,NA,NA,NA,NA,NA,1,1
HUANUCO,DOS DE MAYO,YANAS,NA,NA,1,NA,NA,NA,NA,NA,1
HUANUCO,PUERTO INCA,CODO DEL POZUZO,NA,NA,NA,1,NA,NA,NA,NA,1
HUANUCO,PUERTO INCA,HONORIA,NA,NA,1,NA,1,NA,NA,NA,2
HUANUCO,PUERTO INCA,PUERTO INCA,NA,4,13,8,11,6,4,2,48
HUANUCO,PUERTO INCA,TOURNAVISTA,NA,2,2,NA,NA,NA,NA,NA,4
HUANUCO,PUERTO INCA,YUYAPICHIS,NA,1,3,1,10,4,1,NA,20
HUANUCO,AMBO,AMBO,NA,2,NA,2,3,4,2,1,14
HUANUCO,AMBO,CONCHAMARCA,NA,NA,1,2,NA,2,NA,NA,5
HUANUCO,AMBO,HUACAR,NA,2,NA,NA,1,NA,1,1,5
HUANUCO,AMBO,SAN RAFAEL,NA,1,3,NA,NA,1,NA,NA,5
HUANUCO,AMBO,TOMAY-KICHWA,NA,NA,NA,3,1,NA,NA,NA,4
HUANUCO,YAROWILCA,APARICIO POMARES,NA,1,1,NA,NA,NA,NA,NA,2
HUANUCO,YAROWILCA,CHAVINILLO,NA,NA,NA,NA,1,NA,NA,NA,1
HUANUCO,YAROWILCA,PAMPAMARCA,NA,NA,NA,1,1,NA,NA,NA,2
ICA,ICA,ICA,NA,1,NA,3,3,17,2,8,34
ICA,ICA,LA TINGUIÑA,NA,NA,NA,NA,1,1,4,2,8
ICA,ICA,LOS AQUIJES,NA,NA,NA,NA,NA,NA,NA,3,3
ICA,ICA,OCUCAJE,NA,NA,NA,NA,NA,NA,NA,1,1
ICA,ICA,PACHACUTEC,NA,NA,NA,NA,NA,NA,NA,1,1
ICA,ICA,PARCONA,NA,NA,NA,NA,NA,NA,6,2,8
ICA,ICA,PUEBLO NUEVO,NA,NA,NA,NA,NA,NA,NA,1,1
ICA,ICA,SALAS,NA,NA,NA,NA,1,NA,2,NA,3
ICA,ICA,SANTIAGO,NA,1,NA,NA,NA,1,NA,1,3
ICA,ICA,SUBTANJALLA,NA,NA,NA,NA,NA,NA,3,3,6
ICA,ICA,TATE,NA,NA,NA,NA,NA,NA,1,NA,1
ICA,ICA,YAUCA DEL ROSARIO,NA,NA,NA,1,NA,NA,NA,NA,1
ICA,CHINCHA,ALTO LARAN,NA,NA,NA,1,1,2,2,NA,6
ICA,CHINCHA,CHAVIN,NA,NA,NA,NA,NA,NA,NA,1,1
ICA,CHINCHA,CHINCHA ALTA,NA,1,5,3,8,9,8,8,42
ICA,CHINCHA,CHINCHA BAJA,NA,NA,NA,NA,NA,NA,2,NA,2
ICA,CHINCHA,EL CARMEN,NA,NA,NA,NA,NA,NA,1,NA,1
ICA,CHINCHA,GROCIO PRADO,NA,NA,1,2,4,NA,1,NA,8
ICA,CHINCHA,PUEBLO NUEVO,NA,5,NA,4,4,2,4,2,21
ICA,CHINCHA,SUNAMPE,NA,NA,1,1,1,NA,NA,2,5
ICA,PISCO,HUMAY,NA,NA,NA,NA,NA,NA,NA,1,1
ICA,PISCO,INDEPENDENCIA,NA,NA,NA,1,NA,NA,1,NA,2
ICA,PISCO,PARACAS,NA,NA,NA,1,NA,NA,1,1,3
ICA,PISCO,PISCO,NA,NA,3,10,10,1,8,34,66
ICA,PISCO,SAN ANDRES,NA,NA,NA,NA,NA,NA,3,7,10
ICA,PISCO,SAN CLEMENTE,NA,NA,1,NA,1,1,1,6,10
ICA,PISCO,TUPAC AMARU INCA,NA,NA,5,2,4,NA,NA,2,13
ICA,NAZCA,CHANGUILLO,NA,1,NA,NA,NA,NA,NA,NA,1
ICA,NAZCA,EL INGENIO,NA,NA,NA,1,NA,NA,NA,1,2
ICA,NAZCA,MARCONA,NA,NA,NA,NA,NA,1,3,NA,4
ICA,NAZCA,NAZCA,NA,NA,NA,2,1,1,3,4,11
ICA,NAZCA,VISTA ALEGRE,NA,NA,NA,2,NA,5,4,3,14
ICA,PALPA,PALPA,NA,1,2,7,4,NA,NA,NA,14
ICA,PALPA,RIO GRANDE,NA,NA,NA,NA,1,NA,NA,NA,1
JUNIN,SATIPO,COVIRIALI,NA,NA,2,NA,1,NA,NA,2,5
JUNIN,SATIPO,LLAYLLA,NA,NA,2,3,3,2,1,NA,11
JUNIN,SATIPO,MAZAMARI,NA,1,10,14,13,16,14,9,77
JUNIN,SATIPO,PAMPA HERMOSA,NA,NA,NA,1,NA,NA,NA,1,2
JUNIN,SATIPO,PANGOA,2,8,14,13,14,4,10,11,76
JUNIN,SATIPO,RIO NEGRO,2,2,9,6,8,8,5,4,44
JUNIN,SATIPO,RIO TAMBO,1,5,6,6,9,10,8,11,56
JUNIN,SATIPO,SATIPO,16,7,4,5,10,4,13,5,64
JUNIN,SATIPO,VIZCATAN DEL ENE,NA,NA,NA,NA,NA,2,1,NA,3
JUNIN,TARMA,ACOBAMBA,NA,NA,NA,NA,NA,NA,1,NA,1
JUNIN,TARMA,HUARICOLCA,NA,NA,NA,NA,NA,1,NA,NA,1
JUNIN,TARMA,PALCAMAYO,NA,NA,NA,NA,1,NA,NA,NA,1
JUNIN,TARMA,TARMA,NA,NA,NA,NA,NA,3,3,1,7
JUNIN,HUANCAYO,CHILCA,NA,1,5,3,7,6,14,7,43
JUNIN,HUANCAYO,CHONGOS ALTO,NA,NA,NA,NA,NA,1,NA,NA,1
JUNIN,HUANCAYO,CHUPURO,NA,NA,1,NA,NA,1,NA,NA,2
JUNIN,HUANCAYO,CULLHUAS,NA,NA,NA,1,NA,NA,NA,NA,1
JUNIN,HUANCAYO,EL TAMBO,NA,NA,6,NA,4,6,6,10,32
JUNIN,HUANCAYO,HUACRAPUQUIO,NA,NA,NA,NA,NA,NA,1,NA,1
JUNIN,HUANCAYO,HUANCAN,NA,1,1,NA,1,NA,3,5,11
JUNIN,HUANCAYO,HUANCAYO,NA,5,3,5,4,4,8,5,34
JUNIN,HUANCAYO,HUAYUCACHI,NA,NA,NA,1,1,1,NA,NA,3
JUNIN,HUANCAYO,INGENIO,NA,2,1,NA,1,1,NA,NA,5
JUNIN,HUANCAYO,PARIAHUANCA,NA,NA,1,NA,NA,NA,NA,NA,1
JUNIN,HUANCAYO,PILCOMAYO,NA,NA,3,NA,NA,NA,2,1,6
JUNIN,HUANCAYO,SAN AGUSTIN,NA,NA,NA,NA,NA,1,1,1,3
JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,NA,1,1,NA,NA,1,2,1,6
JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,NA,NA,NA,NA,1,NA,NA,NA,1
JUNIN,HUANCAYO,SAPALLANGA,NA,1,NA,1,NA,2,NA,4,8
JUNIN,HUANCAYO,SICAYA,NA,NA,NA,NA,NA,2,NA,NA,2
JUNIN,CHANCHAMAYO,CHANCHAMAYO,NA,4,6,4,8,9,14,9,54
JUNIN,CHANCHAMAYO,PERENE,NA,10,8,9,17,28,31,33,136
JUNIN,CHANCHAMAYO,PICHANAQUI,NA,8,6,12,14,25,21,26,112
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,NA,1,NA,NA,NA,1,NA,NA,2
JUNIN,CHANCHAMAYO,SAN RAMON,NA,4,1,5,2,3,9,8,32
JUNIN,CHANCHAMAYO,VITOC,NA,NA,NA,NA,1,NA,NA,NA,1
JUNIN,YAULI,LA OROYA,NA,NA,NA,NA,2,1,NA,NA,3
JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,NA,NA,NA,NA,1,NA,NA,NA,1
JUNIN,YAULI,SANTA ROSA DE SACCO,NA,NA,NA,1,1,NA,NA,NA,2
JUNIN,CONCEPCION,ANDAMARCA,NA,NA,1,NA,NA,NA,NA,NA,1
JUNIN,CONCEPCION,CHAMBARA,NA,NA,NA,NA,NA,NA,1,NA,1
JUNIN,CONCEPCION,COMAS,NA,NA,NA,NA,NA,NA,NA,1,1
JUNIN,CONCEPCION,CONCEPCION,NA,1,NA,1,1,NA,1,1,5
JUNIN,CONCEPCION,MARISCAL CASTILLA,NA,NA,NA,NA,NA,NA,NA,1,1
JUNIN,CONCEPCION,MATAHUASI,NA,NA,1,NA,1,1,NA,NA,3
JUNIN,CONCEPCION,ORCOTUNA,NA,NA,NA,NA,NA,2,NA,NA,2
JUNIN,JAUJA,APATA,NA,NA,1,NA,NA,NA,1,NA,2
JUNIN,JAUJA,HUAMALI,NA,NA,1,NA,1,NA,NA,NA,2
JUNIN,JAUJA,JAUJA,NA,NA,NA,NA,2,3,NA,NA,5
JUNIN,JAUJA,MASMA,NA,2,NA,NA,1,1,1,1,6
JUNIN,JAUJA,MOLINOS,NA,NA,NA,1,NA,NA,NA,1,2
JUNIN,JAUJA,MONOBAMBA,NA,NA,1,NA,NA,NA,NA,NA,1
JUNIN,JAUJA,MUQUIYAUYO,NA,NA,NA,NA,NA,NA,1,NA,1
JUNIN,JAUJA,SAUSA,NA,NA,NA,NA,1,NA,NA,NA,1
JUNIN,JAUJA,YAUYOS,NA,NA,3,1,1,3,NA,1,9
JUNIN,JUNIN,CARHUAMAYO,NA,NA,2,NA,NA,NA,NA,1,3
JUNIN,JUNIN,ULCUMAYO,NA,NA,NA,1,NA,NA,NA,NA,1
JUNIN,CHUPACA,AHUAC,NA,NA,1,NA,1,NA,NA,NA,2
JUNIN,CHUPACA,CHONGOS BAJO,NA,NA,NA,NA,NA,NA,NA,1,1
JUNIN,CHUPACA,CHUPACA,NA,1,NA,1,2,2,2,4,12
JUNIN,CHUPACA,HUACHAC,NA,NA,NA,NA,NA,1,NA,NA,1
JUNIN,CHUPACA,HUAMANCACA CHICO,NA,NA,NA,NA,1,NA,NA,1,2
JUNIN,CHUPACA,TRES DE DICIEMBRE,NA,NA,1,NA,1,NA,NA,NA,2
LA LIBERTAD,ASCOPE,ASCOPE,NA,NA,NA,NA,NA,NA,1,NA,1
LA LIBERTAD,ASCOPE,CASA GRANDE,1,2,NA,NA,3,NA,NA,1,7
LA LIBERTAD,ASCOPE,CHICAMA,NA,2,NA,NA,1,NA,1,1,5
LA LIBERTAD,ASCOPE,CHOCOPE,NA,NA,NA,NA,NA,NA,NA,2,2
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,NA,1,1,NA,NA,NA,NA,NA,2
LA LIBERTAD,ASCOPE,PAIJAN,NA,2,1,NA,1,NA,NA,NA,4
LA LIBERTAD,ASCOPE,RAZURI,NA,1,NA,NA,1,NA,NA,NA,2
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,NA,1,1,NA,1,NA,1,NA,4
LA LIBERTAD,TRUJILLO,EL PORVENIR,1,21,14,4,11,2,3,10,66
LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,NA,3,8,7,6,7,8,6,45
LA LIBERTAD,TRUJILLO,HUANCHACO,3,NA,NA,5,2,4,5,1,20
LA LIBERTAD,TRUJILLO,LA ESPERANZA,5,29,15,11,28,5,17,16,126
LA LIBERTAD,TRUJILLO,LAREDO,1,5,6,5,1,1,NA,5,24
LA LIBERTAD,TRUJILLO,MOCHE,NA,1,4,3,2,1,NA,1,12
LA LIBERTAD,TRUJILLO,POROTO,NA,1,NA,1,NA,NA,NA,NA,2
LA LIBERTAD,TRUJILLO,SALAVERRY,NA,2,1,2,1,1,1,1,9
LA LIBERTAD,TRUJILLO,TRUJILLO,3,6,14,17,11,4,16,17,88
LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,NA,NA,3,4,1,NA,3,4,15
LA LIBERTAD,PACASMAYO,GUADALUPE,NA,NA,NA,NA,NA,1,NA,2,3
LA LIBERTAD,PACASMAYO,PACASMAYO,1,NA,3,NA,2,NA,1,2,9
LA LIBERTAD,PACASMAYO,SAN JOSE,NA,NA,NA,NA,NA,NA,1,NA,1
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,NA,1,1,NA,NA,NA,2,2,6
LA LIBERTAD,CHEPEN,CHEPEN,NA,NA,NA,2,2,2,3,1,10
LA LIBERTAD,CHEPEN,PACANGA,NA,NA,NA,NA,1,1,NA,NA,2
LA LIBERTAD,CHEPEN,PUEBLO NUEVO,NA,NA,NA,NA,NA,NA,2,NA,2
LA LIBERTAD,VIRU,CHAO,NA,1,NA,2,8,8,7,9,35
LA LIBERTAD,VIRU,GUADALUPITO,NA,NA,NA,NA,1,1,NA,NA,2
LA LIBERTAD,VIRU,VIRU,NA,NA,2,1,6,2,11,8,30
LA LIBERTAD,GRAN CHIMU,CASCAS,1,NA,NA,NA,NA,NA,1,NA,2
LA LIBERTAD,GRAN CHIMU,LUCMA,NA,NA,NA,1,NA,NA,NA,NA,1
LA LIBERTAD,GRAN CHIMU,SAYAPULLO,NA,NA,NA,NA,NA,NA,NA,1,1
LA LIBERTAD,PATAZ,BULDIBUYO,NA,NA,NA,NA,1,NA,NA,NA,1
LA LIBERTAD,PATAZ,PARCOY,NA,1,NA,NA,NA,2,NA,2,5
LA LIBERTAD,PATAZ,PATAZ,NA,NA,NA,NA,NA,NA,3,2,5
LA LIBERTAD,PATAZ,TAYABAMBA,NA,2,NA,1,NA,NA,1,NA,4
LA LIBERTAD,SANCHEZ CARRION,CHUGAY,NA,NA,NA,NA,1,NA,NA,NA,1
LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,3,NA,NA,NA,1,2,1,3,10
LA LIBERTAD,SANCHEZ CARRION,MARCABAL,NA,NA,NA,NA,NA,NA,1,NA,1
LA LIBERTAD,SANCHEZ CARRION,SARIN,NA,NA,NA,NA,1,NA,NA,NA,1
LA LIBERTAD,OTUZCO,HUARANCHAL,NA,NA,NA,NA,NA,1,NA,1,2
LA LIBERTAD,OTUZCO,OTUZCO,NA,NA,1,1,NA,NA,NA,1,3
LA LIBERTAD,OTUZCO,SALPO,NA,NA,1,NA,NA,NA,NA,NA,1
LA LIBERTAD,OTUZCO,SINSICAP,1,NA,NA,1,NA,NA,NA,NA,2
LA LIBERTAD,OTUZCO,USQUIL,NA,1,1,1,NA,NA,NA,1,4
LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,NA,NA,NA,NA,1,NA,1,NA,2
LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,NA,NA,NA,NA,NA,NA,NA,1,1
LA LIBERTAD,JULCAN,CALAMARCA,NA,NA,NA,NA,NA,NA,NA,1,1
LA LIBERTAD,JULCAN,JULCAN,NA,NA,NA,1,NA,NA,1,NA,2
LAMBAYEQUE,CHICLAYO,CAYALTI,NA,1,NA,NA,NA,NA,NA,1,2
LAMBAYEQUE,CHICLAYO,CHICLAYO,NA,4,2,2,8,2,2,2,22
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,NA,NA,1,NA,NA,NA,2,NA,3
LAMBAYEQUE,CHICLAYO,ETEN,NA,NA,NA,NA,1,NA,NA,NA,1
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,NA,5,3,NA,8,1,NA,NA,17
LAMBAYEQUE,CHICLAYO,LA VICTORIA,NA,NA,NA,2,3,NA,NA,1,6
LAMBAYEQUE,CHICLAYO,LAGUNAS,NA,NA,NA,NA,1,NA,NA,NA,1
LAMBAYEQUE,CHICLAYO,NUEVA ARICA,NA,1,NA,NA,NA,NA,NA,NA,1
LAMBAYEQUE,CHICLAYO,OYOTUN,NA,NA,NA,NA,1,NA,NA,1,2
LAMBAYEQUE,CHICLAYO,PATAPO,NA,NA,NA,NA,1,NA,NA,1,2
LAMBAYEQUE,CHICLAYO,PIMENTEL,NA,NA,NA,3,NA,NA,NA,NA,3
LAMBAYEQUE,CHICLAYO,POMALCA,NA,1,NA,NA,NA,NA,NA,NA,1
LAMBAYEQUE,CHICLAYO,REQUE,NA,NA,NA,NA,NA,1,NA,NA,1
LAMBAYEQUE,CHICLAYO,SANTA ROSA,NA,NA,NA,1,NA,NA,NA,NA,1
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,NA,NA,NA,1,NA,NA,NA,NA,1
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,NA,NA,NA,1,NA,NA,1,1,3
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,NA,NA,1,NA,1,NA,1,1,4
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,NA,2,1,NA,2,1,NA,2,8
LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,NA,4,NA,NA,NA,NA,1,1,6
LAMBAYEQUE,LAMBAYEQUE,MORROPE,NA,1,NA,NA,NA,NA,NA,1,2
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,NA,1,7,3,1,2,NA,1,15
LAMBAYEQUE,LAMBAYEQUE,OLMOS,1,1,NA,NA,1,NA,1,1,5
LAMBAYEQUE,LAMBAYEQUE,SALAS,NA,NA,NA,NA,NA,1,NA,NA,1
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,NA,NA,NA,NA,1,NA,NA,NA,1
LAMBAYEQUE,FERREÑAFE,CAÑARIS,NA,NA,NA,NA,1,NA,NA,NA,1
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,NA,NA,NA,NA,NA,NA,1,1,2
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,NA,NA,1,NA,NA,NA,NA,NA,1
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,NA,NA,NA,NA,1,NA,NA,NA,1
LIMA,LIMA,ANCON,NA,3,NA,5,5,7,4,6,30
LIMA,LIMA,ATE,1,3,9,28,40,40,65,72,258
LIMA,LIMA,BARRANCO,NA,NA,NA,4,1,NA,2,1,8
LIMA,LIMA,BREÑA,NA,NA,1,2,8,4,7,8,30
LIMA,LIMA,CARABAYLLO,5,19,25,20,34,37,26,42,208
LIMA,LIMA,CHACLACAYO,NA,NA,NA,2,2,1,2,4,11
LIMA,LIMA,CHORRILLOS,5,13,9,28,22,27,27,37,168
LIMA,LIMA,CIENEGUILLA,NA,NA,2,3,4,1,1,2,13
LIMA,LIMA,COMAS,1,36,19,56,105,62,52,81,412
LIMA,LIMA,EL AGUSTINO,2,NA,9,31,34,31,37,46,190
LIMA,LIMA,INDEPENDENCIA,NA,11,6,24,19,15,20,19,114
LIMA,LIMA,JESUS MARIA,NA,NA,1,2,4,NA,5,NA,12
LIMA,LIMA,LA MOLINA,NA,NA,2,2,NA,4,1,2,11
LIMA,LIMA,LA VICTORIA,4,1,13,17,22,28,34,33,152
LIMA,LIMA,LIMA,10,3,18,26,45,45,49,46,242
LIMA,LIMA,LINCE,NA,NA,NA,NA,3,NA,1,2,6
LIMA,LIMA,LOS OLIVOS,4,8,5,22,38,28,29,28,162
LIMA,LIMA,LURIGANCHO,2,NA,NA,7,13,20,9,18,69
LIMA,LIMA,LURIN,1,NA,3,5,2,5,7,5,28
LIMA,LIMA,MAGDALENA DEL MAR,NA,NA,NA,3,2,3,NA,NA,8
LIMA,LIMA,MIRAFLORES,1,NA,1,NA,NA,1,NA,1,4
LIMA,LIMA,PACHACAMAC,NA,1,1,10,6,9,9,10,46
LIMA,LIMA,PUCUSANA,NA,NA,1,NA,1,3,NA,NA,5
LIMA,LIMA,PUEBLO LIBRE,2,1,2,1,2,2,6,3,19
LIMA,LIMA,PUENTE PIEDRA,3,10,14,24,33,43,43,42,212
LIMA,LIMA,PUNTA HERMOSA,NA,NA,NA,NA,NA,1,1,1,3
LIMA,LIMA,RIMAC,NA,3,15,20,26,30,20,22,136
LIMA,LIMA,SAN BARTOLO,NA,NA,NA,1,NA,1,2,1,5
LIMA,LIMA,SAN BORJA,NA,NA,1,NA,NA,1,1,2,5
LIMA,LIMA,SAN ISIDRO,NA,NA,NA,2,2,NA,NA,NA,4
LIMA,LIMA,SAN JUAN DE LURIGANCHO,3,6,39,109,163,119,97,132,668
LIMA,LIMA,SAN JUAN DE MIRAFLORES,4,6,15,32,16,19,27,39,158
LIMA,LIMA,SAN LUIS,NA,NA,NA,4,3,3,5,8,23
LIMA,LIMA,SAN MARTIN DE PORRES,20,17,37,42,80,68,55,90,409
LIMA,LIMA,SAN MIGUEL,1,NA,4,5,7,4,7,1,29
LIMA,LIMA,SANTA ANITA,NA,NA,13,22,16,25,42,19,137
LIMA,LIMA,SANTA MARIA DEL MAR,NA,NA,NA,NA,NA,NA,1,NA,1
LIMA,LIMA,SANTA ROSA,NA,2,1,2,2,NA,2,1,10
LIMA,LIMA,SANTIAGO DE SURCO,NA,3,6,10,12,5,4,7,47
LIMA,LIMA,SURQUILLO,4,NA,1,6,6,2,4,9,32
LIMA,LIMA,VILLA EL SALVADOR,1,1,12,19,22,15,18,21,109
LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1,4,10,53,31,31,32,28,190
LIMA,BARRANCA,BARRANCA,4,5,8,8,7,7,6,10,55
LIMA,BARRANCA,PARAMONGA,1,4,1,3,NA,1,2,1,13
LIMA,BARRANCA,PATIVILCA,NA,1,1,2,NA,NA,1,NA,5
LIMA,BARRANCA,SUPE,NA,3,1,2,3,NA,2,5,16
LIMA,BARRANCA,SUPE PUERTO,1,2,1,1,NA,NA,2,2,9
LIMA,HUAROCHIRI,CASTA,NA,NA,NA,NA,NA,1,NA,NA,1
LIMA,HUAROCHIRI,CHICLA,NA,NA,NA,NA,NA,NA,1,NA,1
LIMA,HUAROCHIRI,HUAROCHIRI,NA,NA,1,1,1,NA,1,NA,4
LIMA,HUAROCHIRI,RICARDO PALMA,NA,NA,NA,1,1,NA,NA,1,3
LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,NA,1,NA,NA,NA,NA,NA,NA,1
LIMA,HUAROCHIRI,SAN ANTONIO,1,2,2,2,2,2,5,4,20
LIMA,HUAROCHIRI,SAN BARTOLOME,NA,NA,NA,NA,NA,NA,NA,1,1
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,NA,1,NA,NA,NA,NA,NA,NA,1
LIMA,HUAROCHIRI,SAN MATEO,1,1,NA,NA,NA,NA,NA,1,3
LIMA,HUAROCHIRI,SANGALLAYA,NA,NA,1,NA,NA,NA,NA,NA,1
LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,NA,1,NA,1,NA,NA,NA,NA,2
LIMA,HUAROCHIRI,SANTA EULALIA,NA,2,1,2,2,NA,NA,NA,7
LIMA,HUAURA,CALETA DE CARQUIN,NA,NA,1,NA,1,1,NA,NA,3
LIMA,HUAURA,HUACHO,2,2,2,5,8,2,1,4,26
LIMA,HUAURA,HUALMAY,1,2,NA,3,1,1,2,2,12
LIMA,HUAURA,HUAURA,2,2,2,4,3,4,NA,NA,17
LIMA,HUAURA,PACCHO,NA,NA,1,NA,NA,NA,NA,NA,1
LIMA,HUAURA,SANTA LEONOR,NA,NA,NA,NA,NA,NA,NA,1,1
LIMA,HUAURA,SANTA MARIA,1,NA,4,1,6,6,1,6,25
LIMA,HUAURA,SAYAN,1,1,NA,NA,1,2,NA,1,6
LIMA,HUAURA,VEGUETA,NA,NA,NA,2,NA,2,NA,1,5
LIMA,HUARAL,ATAVILLOS BAJO,NA,NA,NA,NA,1,NA,NA,NA,1
LIMA,HUARAL,AUCALLAMA,NA,NA,NA,NA,1,NA,NA,NA,1
LIMA,HUARAL,CHANCAY,NA,2,1,2,3,1,7,7,23
LIMA,HUARAL,HUARAL,2,2,2,2,4,1,9,9,31
LIMA,HUARAL,IHUARI,NA,NA,NA,NA,NA,1,NA,NA,1
LIMA,CAÑETE,ASIA,1,1,1,1,1,NA,3,1,9
